cluster,AEPA
Pt1Ni1C2-,3.8960
Pt1La1C2-,4.2754
Pt1La1C2+,4.4506
Zr1Cu1S1N1-,3.4262
La1Rh1C1,3.2002
La1Rh1C2,4.4302
Rh1Mo1N2-,3.4693
W2O1C1,4.2501
Y1V1S1,2.8132
Ta1Co1N1C1,3.9836
Rh2S1O1-,3.0102
Pt1Ru1O2-,3.7763
W1Sc1S1O1-,3.8541
Cr1Ir1,1.3464
V1Ti1O1+,3.4317
Pt1Ru1O2+,3.0960
Hg1Ir1S1O1-,2.8259
Nb1Cr1O1-,3.0784
Re1Cr1O1C1-,3.6656
Re1Cr1O1C1+,3.7986
Tc1Zr1N2,4.0489
Hg1Ir1S1O1+,2.7775
Nb1Cr1O1+,3.2770
Cd1Sc1C1,1.6010
Cd1Sc1C2,3.2085
Nb1Sc1S1-,2.5972
Ta1La1S1O1,4.4146
Cu1Fe1S1O1-,2.8877
Cu1Co1N1C1+,3.8706
Re2C2+,4.2698
Nb1Cu1C2,3.7384
Ag1Hf1-,0.6190
Ag1Hf1+,1.1495
Au1Mn1S1N1,2.5931
Au1Cu1O1N1+,2.5258
Cu1Co1S2,2.7858
Cd1Mo1S1C1,2.5155
Sc1Cu1+,1.2368
Os1Re1C1-,3.4804
Os1Re1C1+,3.3904
Sc1Cu1-,0.8973
Re1Ru1O1N1,3.6532
Ti1Re1-,2.2377
Rh1Fe1S1N1+,3.0227
Pt1Ir1S1N1,3.2492
Sc1W1-,1.2725
Tc1Co1N2+,3.3540
Re2C2-,4.2240
V1Ti1O1C1-,4.1445
Mo2+,1.9167
Mo2-,1.8798
Hf1Tc1S1N1,3.8697
Re2N1C1-,4.0347
Tc1Ni1O1+,2.8218
Tc1Ni1O1-,2.9932
Re2N1C1+,3.9294
Ru1Cr1S1N1,3.0161
Ru1Zn1C2,3.1562
Os1Re1N1C1,3.9789
Os1Ti1N1C1,4.4058
Tc1Co1O1-,2.9225
W1Ni1C1-,3.0123
Au1Fe1O1N1,2.9665
Tc1Fe1O2-,3.8668
Zr2N1,3.5730
Hg1Ta1C2-,3.3866
Hg1Ta1C2+,3.3443
Hf1Cr1S1C1,3.5125
Co1Pd1,1.2559
Ir1Cr1C1-,2.9964
Os1Mo1N2,3.5590
Os1V1S1O1+,3.6169
Os1Mo1N1,2.9594
Zn1La1-,0.3303
Os1V1S1O1-,3.8877
Ir1Cr1C1+,3.0611
Tc1Mn1S1O1,3.2978
Tc1Co1O1+,2.7377
Pt2S2,2.9651
Zn1Ni1N1-,1.8530
Co1Cr1S1C1,3.0366
Cu1Ni1S1O1+,2.6951
Mo1Ag1+,0.7651
Tc1Y1S1-,2.6666
Mo1Ag1-,0.6757
Cr1Ti1N1,2.5928
Cr1Ti1N2,3.5172
Cu1Ni1S1O1-,2.8360
Re1Pd1S1N1,3.2296
Ni1W1-,1.2449
Re1Y1S2,3.5614
Pt1Ir1N2+,3.7280
La1Sc1S1C1,3.8345
Mo1Zr1O1N1+,4.2675
Y1Co1N1C1-,3.9003
Pt1Pd1C2-,3.7367
Mn1Cr1C2+,3.6101
Hf1Mn1N1+,3.1125
Zr1Cu1S1N1+,3.3868
Hf1Mn1N1-,3.1417
Mn1Cr1C2-,3.2868
Tc1Mn1O2-,3.7132
Pt1Zn1S1-,1.8528
La1Zn1S2+,2.8991
Co2-,1.1062
Zn1Ag1+,0.9531
Pt1Ti1O1C1,4.2824
Re1Y1N1C1,4.1476
Os1V1O1C1+,4.3429
Cd1Co1O1N1+,2.7012
Tc1Mo1S1O1,3.6729
Cd1Co1O1N1-,2.5350
Pt1Mo1C2,3.9051
Pt1Mo1C1,2.9697
Os1Hf1S2,3.8737
Re1Zn1O2+,3.2998
Fe1Sc1S1C1+,3.4392
Ru1Tc1S2,3.2572
Ag1Ti1S1N1,3.0130
Hf1La1O1N1,4.6949
Fe1Sc1S1C1-,3.2919
Tc1Mn1S1O1-,3.2635
Hf1La1N2-,4.4163
Re1W1O1+,3.6396
Re1Ta1O1-,3.8684
Tc1Mn1S1O1+,3.3715
Hf1La1N2+,4.4044
Re1W1O1-,3.5184
Ni1Co1S1O1,3.1687
Ru1Y1O1C1+,4.3900
Tc1Cr1C1,2.8186
Ru1Ti1C2,4.4542
Ru1Ti1C1,3.4936
Tc1Cr1S1N1-,3.0745
Tc1Cr1S1N1+,3.1215
Pd1V1O1C1,3.7547
Cr1Cd1,0.1918
Tc1Ti1S1C1,3.9612
V1Sc1O2-,4.3334
Ag1Tc1O1C1+,3.6212
Pt1V1O1N1,3.7687
Tc1Nb1O2+,4.3636
Mo1Cr1C2+,3.6797
Mo1Cr1C2-,3.6126
Tc1Mn1O2,3.5413
Sc1Ti1,0.9298
Cd1Rh1S1C1,2.8263
Ru1V1S1N1,3.4006
Tc1Mn1O1,2.5844
Pt1Co1S1N1,2.9897
Pd1Co1S1,2.2968
Au1Y1N1C1,3.9729
Zn2N1-,0.9251
Ir1Ag1S1C1,3.2930
W1Mo1S1N1+,3.7388
Hf1Fe1O1C1,4.0763
Cd1Ni1C2+,3.2150
Mo1Cu1S1-,2.0060
Mo1Cu1S1+,2.2883
Ru1Mn1N1+,2.6262
Cd1Ni1C2-,3.1710
Hf1Y1O2+,5.1533
Ag1Tc1O1C1-,3.8112
Cu1Ni1S1C1,3.0162
Hf1Y1O2-,5.0520
Zr1Rh1+,2.8570
Co1Fe1N2-,3.3075
Co1Fe1N2+,3.4228
Nb1Ti1S1C1,4.1148
Fe1Mn1O1N1-,3.1118
Cd1Cr1O1N1,2.3663
Y1Co1S1N1-,3.2949
Ag1Fe1S1+,2.1891
Ta1Ti1C2,4.4903
Pd1Mo1C2,3.6243
Pd1Mo1C1,2.5968
Hg1Ru1O1N1,2.6165
Zr1Fe1N2-,3.9532
Mn1Ti1N1C1-,3.5786
Au1Ru1S1O1,2.9476
Ru1Y1S1N1+,3.6198
Mo1Cr1S2+,2.9528
Hg1Cu1O1-,1.4519
Mo1Cr1S2-,2.8486
Hg1Cu1O1+,1.1637
Ag1Ta1,0.8677
W1Nb1S1C1-,4.0608
Pt1Ag1C2,3.4382
Pt1Ag1C1,2.5460
Os1Mn1S1C1-,3.5448
Au1Tc1O1N1,3.4228
W1Mn1S1,2.5267
W1Mn1S2,3.2187
Zn1Sc1O1N1,2.8991
W1Ti1C1,3.3623
W1Ti1C2,4.4121
Y1Co1N1C1+,4.0487
Mo1Nb1N1,3.3092
Hf1Rh1S1C1,3.7622
Re1Co1C1-,3.0240
W1Co1O2,4.1950
V1Ti1O2,4.3558
Re1Co1C1+,2.9224
Ta1Hf1O2+,5.0466
Pt1Nb1O2,4.4923
Pt1Nb1O1,4.0828
Pd1Cu1N1C1,3.5851
Tc1Fe1N1C1+,3.7838
Ta1Hf1O2-,4.8937
Re1Mo1O1,2.9930
Y1Co1S1N1+,3.4096
Re1Mo1O2,3.8337
Tc1Co1N2-,3.5681
Zr1Ti1S1+,3.2133
Ta1Mn1S1N1-,3.6074
W1Ti1S2,3.7779
Au1Rh1N1C1,3.4638
Cd1Tc1O1C1,3.4268
Pd1Ru1N1C1,3.5761
Au1Y1S1C1+,3.1933
Zn1Mn1O1N1+,2.5079
Ag1Mo1S1O1,3.1486
Re1Cu1S1,2.2079
Ta2N1-,4.0282
Ta1V1S1O1+,4.2608
Zr1Sc1N1-,3.4283
Sc1Fe1,1.3854
Mn1Cr1O2-,3.3344
Ta1Ru1O1N1,4.2850
Zr1Zn1C2+,3.4738
Zn1V1S2,2.7035
Zn1V1S2+,2.5615
Pt1Y1S1N1,3.3559
Hf1Cu1N1C1-,3.7080
Hf1Cu1N1C1+,3.7786
Hg2N2,2.3970
Mn1Cr1O2+,3.3571
Hf1Nb1O1+,3.9807
Pt1Cd1S1C1+,3.3785
Hf1Nb1O1-,3.7004
Ag1Co1O1C1,3.6268
Re1Rh1S1N1+,3.3482
Ir1Pt1-,1.8142
Ir1Pt1+,2.2591
W1Rh1S1N1+,3.6063
Zr1Y1O1N1,4.6888
Tc1Fe1S1,2.4894
Re1Ag1C2,3.4519
Ir1Mn1N1C1+,3.8596
Hg1Zn1N1-,0.7326
Hg1Zn1N1+,0.9734
W1Fe1O1N1-,4.0448
Ir1Mn1N1C1-,3.9300
Ir1Zr1S1N1+,3.7791
Os1Ti1S1O1-,4.0535
Os1Ti1S1O1+,3.8043
W1Co1S1-,2.4930
Re1Mo1S1-,2.4942
W1Fe1O1N1+,4.0191
Mn1Pt1-,1.4631
Ir1Nb1N1+,3.5847
Ru1Mo1O1,3.1273
Pt1Y1C1-,3.0907
Zr1V1N2,4.2626
Ru1Ti1S1N1,3.6037
La1Zn1S1+,2.1661
Pt1Y1C1+,3.3400
Ru1Y1C1,3.4653
Ir1Co1O2+,3.3653
Au1W1S1N1,3.3686
Ir1Zn1S1C1-,3.1302
Ir1Zn1S1C1+,3.5074
Ir1Co1O2-,3.6241
Pt2O1-,2.5153
Zr1Cr1C1+,2.8965
Zr1Mn1S1O1,3.8902
Re1Rh1N1C1,3.7946
Pt2O1+,2.7702
Re2S1C1-,3.7144
Tc1Cu1N2-,3.3829
Tc1Cu1N2+,3.2803
Os1Ag1C1-,3.0698
Ir1Co1S1O1-,3.3527
Nb1Cu1C2+,3.9437
Rh1Co1N1C1+,3.8263
Pt1Tc1S1N1+,3.2633
V1Sc1S1,2.7397
Os1Ag1C1+,3.0350
Ir1Co1S1O1+,3.2402
Zr1Cu1S1C1-,3.2484
Hf1Y1N1,3.3252
Hf1Y1N2,4.3057
Zn1V1N1,2.0292
Zr1Cu1S1C1+,3.4252
Pt1Ag1S2-,2.6722
Ru1Co1S2+,3.0984
Au1Fe1O1C1-,3.6421
Ta1Pd1S2,3.5861
Mo1Fe1N2+,3.5515
Au1Fe1O1C1+,3.6847
W1Zn1C2+,3.5103
Mo1Zr1S1N1+,3.9780
Pt1Mn1N2+,3.3615
Mo1Fe1N2-,3.5690
Hg1Nb1N2+,2.8672
Ni1Co1O1N1-,3.1451
Nb1V1C1-,3.2872
Ni1Co1O1N1+,3.1253
Nb1V1C1+,3.3926
Pt1Pd1S1+,2.5349
Hg1Nb1N2-,3.1016
Re1W1N1-,3.3452
W1La1O1-,3.3305
Pd1Mn1S1N1,2.6549
Pd1Y1N1C1,4.1002
Nb1Sc1S1O1,4.2155
Zr1Co1O1C1-,4.0663
Hg1Hf1O2-,3.8574
W1Zr1S1+,3.3817
V2O1C1,4.0609
Cd1Ag1O1+,1.2344
Cd1Ag1O1-,1.2442
Hg1Hf1O2+,3.3725
La1Cd1S2-,2.7338
Pd1Cr1S1N1,2.6513
Zr1Mn1S1N1-,3.4941
Ru1Cr1O1N1,3.1012
Os1Zn1C2,3.3638
Pt1Os1S1,2.8328
Ir1Mn1S1-,2.3882
Os1Re1S1O1+,3.7296
La1Tc1O1C1,4.2513
Os1Re1S1O1-,3.9458
Ir1Mn1S1+,2.5616
W1Rh1O1N1+,3.9258
Y1Ni1C2+,4.2426
Nb1Ag1-,0.8372
Sc1Os1,2.3874
Pd1Ti1S1N1,3.2367
La1Zr1S1N1-,4.0505
Y1V1S2,3.6194
Hf1Ru1S1N1-,3.6890
V1Ti1C1,3.0227
Os1Ru1O1N1+,3.5522
Ru1Tc1O2+,3.4673
Os1Ru1O1N1-,3.9937
Ru1Tc1O2-,4.1086
Zr1Sc1C1-,3.1185
Zr1Zn1N1C1-,3.3262
La1Zr1S1N1+,4.4132
Tc1Fe1S1C1,3.5430
La1Ti1S1N1-,3.7643
La1Nb1O1C1,4.5801
Nb1Cu1S1-,2.4699
Co1Ta1-,1.8200
Nb1Cu1S1+,2.6957
Ag1Y1O1N1,2.9113
Ag1Zr1N2,3.2044
Nb1V1S1C1,4.0238
Mn1Pd1-,1.3804
Ta1Pd1S1,3.0719
Mn1Pd1+,1.3215
Pt1La1O2-,3.8481
Ir1La1C1,3.7268
Au1Co1S1N1,2.5985
Os1Ni1N1C1,3.8751
Cr1Tc1,0.9885
Ta1Co1O2-,4.6064
Re1Co1O1,2.8805
Ta1Co1O2+,4.4947
Cu1Ti1N2,3.1911
Cu1Ti1N1,2.5957
Sc2N2+,3.9420
La1Cu1N1C1,3.7319
Sc2N2-,3.9423
Ta1Sc1N2-,4.7356
Zn1V1N1C1+,3.1953
Hf1Ti1N1C1,4.3216
Cd1Ni1N1C1-,3.3613
Ni1Fe1O1N1-,3.2284
Ta2S1+,3.8515
Cd1Ni1N1C1+,3.3341
Os1Mn1C2,3.9344
Hg1Rh1N2+,2.9650
Hg1Rh1N2-,2.9841
Ta1Mo1N1-,3.6066
Ta1Sc1S1O1-,4.1215
Nb2O1C1,4.6130
Rh1Co1S2-,3.0448
Rh1Co1S2+,2.9677
Zr1Co1S1-,2.8099
Pt1La1N1-,2.7848
Hf1Sc1N1C1,4.0363
Ta1Mo1N1C1+,4.4611
Zn1V1S1,1.9033
Ta1Mo1N1C1-,4.2603
Hg1Re1N1+,2.0528
W1Ta1N1+,3.8051
Hf1Ti1S1C1,4.0851
Ir1Ni1O1N1,3.3483
Rh2S1C1,3.4195
Re1Y1N1,3.1323
W1Ta1N1-,3.8036
La1Cd1C1-,1.6634
Y2S2+,4.0304
W1Zn1C2-,3.3426
La1Cd1C1+,1.7296
Hf1Zn1S2-,2.9996
Zn1V1O1C1,3.2424
Au1Zn1S1N1,1.9607
Zr1Ti1C1,3.3295
Hf1Zn1S2+,2.9943
Cr1Cd1-,0.3335
Hg1Re1N1C1+,3.0817
Pt1Pd1S1-,2.3640
Hg1Nb1O1N1,3.2656
Pd2N1C1-,3.7418
Cr1Cd1+,0.6144
Hg1Re1N1C1-,3.1215
Pt1Cd1N1,1.6037
Pt1Ta1C2,4.4650
Y2O1,3.5510
Ti1Rh1-,2.2640
Pt1Pd1S1N1,2.6541
Ag1Ni1N1C1+,3.7054
La1Co1O1N1+,3.6967
La1Co1O1N1-,3.6845
Au1Hf1C1-,2.4817
Ag1Ni1N1C1-,3.7867
Pd1Sc1S2,3.2658
Mn2O2-,3.2271
La1Mn1C2+,3.7857
Tc1Co1N1C1,3.6880
La1Mn1C2-,3.6999
Pd1Sc1S2+,3.0273
Au1Ag1O1C1+,3.3902
Au1Hf1C1+,2.5276
Zr1Fe1O1N1-,4.0976
Pd1Zn1N1C1,3.1960
Tc2N1C1+,3.9985
Au1Ag1O1C1-,3.1974
Hg1Cu1S1O1,1.8827
Sc1Ni1+,1.9534
Pd1Mo1S1C1-,3.1243
W1Ti1N1+,3.2829
Pt1La1C1,3.2702
Cr1V1O1+,3.0608
Au1Tc1O1C1+,3.6434
Hg1Au1C2-,2.7896
Au1Tc1O1C1-,3.8697
W1Ti1N1-,3.4143
Fe1Ti1O1N1+,3.8310
Fe1Ti1O1N1-,3.7956
Ru1W1+,2.7402
Ag2O2,1.7912
Ni1V1S2-,3.2669
Ag2O1,1.3900
Pd1Cr1S2,2.6966
Re1Nb1N1,3.3775
Ni1V1S2+,3.1459
Cu1Ag1,0.9856
Pd1Zr1C2,4.1017
Pd1Zr1C1,2.8662
Zn1Mn1S2,2.3647
Y1Sc1S1N1,3.9380
Ta1Tc1O2+,4.5130
Zn1Sc1C2,3.2712
Tc1Cu1S2+,2.9087
Ta1Tc1O2-,4.6263
Pd1Nb1S1C1-,3.4431
Rh1Sc1S1C1+,3.6049
Cd1Zr1N2+,2.9384
Rh1Sc1S1C1-,3.4975
Cd1Zr1N2-,2.9752
Pd1Nb1S1C1+,3.5664
Au1Re1S1C1,3.1382
Pt1Sc1S1O1+,3.4620
Hf1Mo1S1N1+,3.9793
Au1Sc1O2-,3.5428
Au1Sc1O2+,3.1155
Pt1Sc1S1O1-,3.9010
Hf1Mo1S1N1-,3.6852
Au1Ru1N1C1+,3.4841
Re1Pt1,1.9160
Au1Ru1N1C1-,3.6654
Au1Tc1S1,2.3413
Au1Tc1S2,2.8979
Ta1Ag1N2,3.2113
Ta1Pt1+,2.7118
Mo1V1N1-,3.1321
Co1Cr1O1C1,3.4920
Mo1V1N1+,2.9282
W1V1O1C1,4.1911
Ta1Pt1-,2.2421
Mn1Ti1S1O1+,3.6862
Ir1Zn1C1,2.7579
Pt1Re1O1+,3.1912
Hg1Au1S2+,2.0407
Hg1Au1S2-,1.7444
Re1Ta1C2,4.4903
Re1Ta1C1,3.7888
Rh2N1+,2.8659
Pd1Co1S1O1-,2.9588
Tc1Ti1N1,3.3414
Mo1Zr1O2+,4.4445
Pd2S2,2.4679
Mo1Zr1O2-,4.3855
Tc1Ti1S1C1-,3.8759
Re1Ag1N1-,2.5906
Rh1Ni1O2+,3.0005
Re1Ag1N1+,2.5453
Ru2+,1.8326
Ru1Mo1C2-,4.0809
W1Mn1O2-,4.1153
W1Mn1O2+,4.0261
Hg1Fe1S1C1,2.5167
Y1Ir1-,2.4677
Y2S2-,3.6632
Cd1Co1C2+,3.1994
Mo1Ti1N2,3.8436
Mo1Ti1N1,3.0354
Ta1La1C2+,4.3435
Cd1Co1C2-,3.1366
Pt1Hf1O1,4.2328
Pd2N1+,2.1378
W1Ag1C2,3.4334
Pd2N1-,2.2290
Re1Ti1S1C1,3.9703
Co1Sc1N2+,3.3171
Ag2S1N1+,1.9834
Cr1Ta1,1.1995
W1Mn1O1,2.9107
La1Y1N2+,3.7404
La1Y1N2-,3.6313
Ag2S1N1-,1.9161
Rh1Sc1N1C1+,4.2665
Fe1V1O1C1+,3.8212
Re1V1S1O1+,3.6174
Ta1Zr1N1+,3.8780
Nb1Fe1N2+,3.9514
Mo1Co1S1N1-,3.1759
Nb1Fe1N2-,3.9064
Fe1V1O1C1-,3.6545
Ni1Co1S1N1+,2.9093
Zr1Mn1O1N1-,4.0389
Ag1Co1S1+,2.1593
Os1Mo1S2,3.3141
Ag1Co1S1-,2.0204
Tc1Fe1S1C1-,3.4848
Ni1Co1S1N1-,2.9613
Zr1Y1C2+,4.3988
Cd1Pd1C2,2.9101
Cd1Pd1C1,1.5817
W1Ti1O1,3.5814
Zn2S2+,2.0561
Ir1Cd1O2-,3.2684
Ru1Os1,1.8155
Au1Mo1S1O1,3.3755
Ir1Cd1O2+,3.2165
Cu1Zr1-,1.1095
Mo1Zn1N1C1-,3.1534
Re1Co1S2-,3.1807
Au1Mn1S1+,1.9617
Au1Mn1S1-,2.2467
Cu1Zr1+,1.3285
Mo1Zn1N1C1+,3.2481
Ir1Ag1O1-,2.4449
Rh1Tc1O1N1+,3.3109
La1W1,1.4460
Rh1Tc1O1N1-,3.7618
W1Zn1C2,3.1842
Ir1Ag1O1+,2.2957
Hf1Ru1O1N1,4.0202
Cd1V1S1O1+,2.7624
Fe1W1-,1.2678
Cd1V1S1O1-,3.0045
Fe1W1+,2.0391
La1Cr1N2+,3.0879
W1Zr1N1+,3.5992
Cd1Co1S2+,2.2095
Rh1Ni1S1C1-,3.4193
Y1Rh1+,2.4346
Re1W1S1O1,3.9321
Cd1Co1S2-,2.3062
Rh1Ni1S1C1+,3.5400
Hg1Au1O1N1,2.0568
Zn1V1O2-,3.5389
W1Tc1N1C1,4.1003
Cu1Zr1,1.1170
W1Cu1N1C1,3.5986
Ni2S1-,2.0472
Hg1Zr1S1N1,2.7031
Pd1Ni1O1C1+,4.0121
Os1Co1S2-,3.2310
Os1Co1S2+,3.2606
Ru1Zn1C1-,2.4578
Re1Tc1O1N1,3.7739
Y1Mn1O1N1,3.6757
La1Fe1O1N1,3.7764
La1Cr1S1+,2.5385
Cd1Mo1S2+,2.5073
Cd1Mo1S2-,2.5136
W1Mn1N1C1+,3.9110
La1Cr1S1-,2.1662
Ir1Mo1O2,4.0659
Hg1Ag1S1+,1.0018
Ir1Mo1O1,3.3945
Hg1Ag1S1-,0.9892
Ir2C1-,3.6210
Mn1V1S1O1-,3.3471
Rh1Ti1N1C1,4.2157
Ir2C1+,3.9827
Re1W1S1-,2.7147
La2S1C1,3.8512
Rh1Cu1S2-,2.8387
Y1Sc1S1-,2.4478
Re1W1S1+,3.2409
La1Pd1O1-,3.4497
Pd2O1N1-,2.7508
Zr1Ti1O1,3.6190
Fe2,0.9088
La1Co1S1,2.8939
Ag1Cr1O1N1,2.5731
Au1Os1S1N1,3.2120
Ni1Sc1O1N1+,3.5506
Ta1Pd1C2-,4.2076
Pt1Cd1C2-,3.2828
Rh1Ti1O1C1-,4.1209
Pt1Cd1C2+,3.3739
Rh1Ti1O1C1+,4.1173
Ni1Sc1O1N1-,3.5742
Re1Rh1S1O1+,3.4915
La2O1-,3.3994
Ru1Zn1O1C1-,3.5080
Nb2+,2.5880
Ta1Ni1S1C1,3.7524
Mn1V1S1O1+,3.4930
La2O1+,3.8117
Re1Fe1N1C1+,3.8037
Ag1Cu1N1,1.3727
Ag1Cu1N2,3.0522
Ir1Mo1S1,2.8458
Mo1Sc1C1-,2.8543
Rh1Cr1O1C1-,3.7296
Pt1Cr1S1,2.4340
Ir1V1S1C1,3.7697
Ag1Pd1S1+,1.8211
Hg2S2-,1.2294
Hg2S2+,1.8301
Pd1Nb1S1-,2.8130
Cu1Ti1S1O1+,3.4876
Pt1Ni1N1C1+,3.8994
Ta1Ru1C2+,4.7637
Rh1Mn1O1N1,2.9685
Ti1Rh1+,2.1612
Pd1V1C2+,3.7319
Pt1Ni1N1C1-,4.0540
Ru1Pd1-,1.4013
La1Cr1C1+,2.6590
Os1Sc1N1C1-,4.3745
Mo1Ni1S1C1-,3.2990
La1Cr1C1-,2.4039
Os1Sc1N1C1+,4.3481
Au1Mn1N1C1+,3.3895
Rh1Mo1S1N1+,3.2745
Cd1Ti1O1N1-,3.1574
Cd1Ti1O1N1+,2.8640
Au1Mn1N1C1-,3.5377
Rh1Mo1S1N1-,3.2842
Ag1Zn1S1C1-,2.0698
Au1Ir1O1C1,3.9629
W1Pd1S1N1+,3.4850
Hf1Co1O1C1,4.0040
Ag1Pd1S1-,1.7637
Ag1Zn1S1C1+,2.6932
Pd1Ti1C2,3.9852
W1Cd1O1C1+,3.6371
La1Nb1S2,3.8844
Ta1Rh1O1-,4.2612
Rh1Pt1-,1.3052
Pt1Ti1C1-,2.9765
Pd1Y1O2-,3.8248
Nb1Zn1N1C1-,3.3845
Rh1Mo1O1C1-,3.8524
Y1Zn1S2,2.8603
Rh1Mo1O1C1+,3.9681
Pt1Nb1O1N1+,3.9446
Mo1Co1O1-,2.8751
Nb1Zn1N1C1+,3.3296
Ta1Nb1S1C1+,4.5521
Cu2N1C1,3.3173
Pt1Tc1C1+,3.2521
Nb1Zn1S1C1,2.9769
Ta1Nb1S1C1-,4.2564
Os1V1S2-,3.5560
Os1Cr1O1N1+,3.4305
Cr1Ag1+,0.6850
Cr1Ag1-,0.5618
Os1V1S2+,3.3329
Pt1Tc1C1-,3.2897
La1Mo1N2+,3.9799
Hf1Cd1N1C1,3.2226
Hg2C2-,2.3922
Hg2C2+,2.7684
Pd1Nb1C1-,2.9376
Ru1Co1C2-,3.9669
Cd1V1S2+,2.3843
Pd1Ni1O1C1-,3.7646
Cd1V1S2-,2.6222
Ir1Tc1N2+,3.5447
Cr1Mo1-,0.9352
Tc1Y1O1C1,4.2170
Ir1Tc1N2-,3.6704
Cr1Mo1+,1.1289
Ni1Sc1S2-,3.3700
Nb1Zr1O2+,4.9274
Mn1Re1+,1.1678
Re1Hf1O1C1-,4.4437
Mn1Re1-,0.7642
Re1Hf1O1C1+,4.4531
Zr1Ni1O2+,4.4138
Nb1Zr1O2-,4.7776
Au1W1C1,2.7102
Ta1Nb1N1C1-,4.6739
Au1W1C2,3.6800
Ta1Nb1N1C1+,4.8984
Ru1Rh1,1.4906
Y1Ti1O2,4.6272
W1La1O1C1+,4.5378
W1La1O1C1-,4.4163
Mo1Co1O1N1,3.4833
Zr1Zn1S2-,3.0166
Cd1Ni1O1N1-,2.4135
Ru1Pt1+,1.7563
Hg1Zn1O1-,1.0924
Mn1Ti1S1O1,3.6892
Rh1Fe1N1,2.3822
Cd1Ni1O1N1+,2.8086
Os1Ru1O1+,3.1110
La1Cu1S1,2.6821
Ni1Ti1S1N1+,3.3496
Ta1Ru1S1O1+,4.2954
Os1Ru1O1-,3.4683
Ni1Fe1O1C1+,4.0073
Hg1Pt1S1N1-,2.3140
Zr1Sc1S1+,3.1419
Cu1Co1O1N1-,2.9337
W1Tc1N2,3.7859
Cu1Co1O1N1+,2.8358
Ni1Co1N1C1,3.6470
Mo1Ti1S1O1-,3.6619
Ru2S2,3.1747
Ru2S1,2.5666
Os1Hg1,0.1435
Nb2-,2.3834
Zn1Ti1N2-,2.9323
Re1Sc1S2,3.5320
Ir1Cr1S2+,2.9399
Pt1Hf1S1+,3.4031
Hg1La1S1N1,2.4280
Pt1Hf1S1-,3.6365
Zn1Co1S1-,1.3822
Hf1Ag1S1N1,3.0610
Ru1V1S1,2.8686
Cu1Ti1O1C1-,3.5645
Hf1Tc1S1O1,4.0465
Ta2,2.0609
Hf1Sc1O1N1+,4.8323
Ir1Sc1O1+,3.4968
Tc2S1-,2.5978
W1V1S1C1+,3.8544
Cr1Sc1O2,3.9927
Au1Rh1C2,3.4118
Au1Rh1C1,2.8128
Cr1Sc1O1,2.9009
Pt1Ti1S1+,2.9184
Cu1Sc1S1,2.5411
Cu1Sc1S2,3.3629
Ag1Ni1S1O1,2.5124
Pt1Fe1N2,3.5170
Y1Zn1C1+,2.0091
Pt1Ru1O1-,2.9845
Re1Cu1O1C1,3.6600
Hg1Ti1O1C1,3.2016
Ta1Cr1N1+,3.2531
Os1Mo1S1N1+,3.4770
Os1Mo1S1N1-,3.5246
Au1Zr1O1-,3.4325
Pd1Cu1N1+,1.8304
Cu1V1S1O1+,3.2994
Cu1V1S1O1-,3.4230
Au1Zr1O1+,3.6008
Pd1Cu1N1-,1.9899
Co1Fe1N1C1-,3.6870
Cd1V1C2+,3.1604
V1Tc1+,2.1540
Tc1Zr1S2-,3.7704
Ag1Tc1S2+,2.6254
Co1Fe1N1C1+,3.8992
Cd1V1C2-,3.1781
Y1Cr1O1N1-,3.7391
Os1Tc1S1C1+,3.7044
La1Co1C1-,2.7680
Cu1Cr1S2,2.7329
La1Co1C1+,2.9189
Y1Cr1O1N1+,3.8599
Cu1Cr1S1,1.9913
Ir1Ta1C1-,3.7173
Ag1Tc1S2-,2.8220
Ir1V1O1,3.6517
Au1Mn1S1C1-,2.9368
Os1Mo1O1C1+,4.2780
Au1Mn1S1C1+,2.8043
Ir1Ta1C1+,3.8886
Hf2O1+,4.0651
Y1Fe1S1-,2.4761
Hf2O1-,3.7408
Re1Ru1S1N1+,3.4535
Ir1Mo1O1+,3.2482
Ir1Fe1O2,3.6054
Ir1Fe1O1,2.7557
Rh1Sc1O2,3.8436
Ag1Zr1N1C1-,3.7215
Cd1Tc1C2-,3.2808
Cd1Tc1C2+,3.2030
Ag1Zr1N1C1+,3.5685
Fe1Mn1S1O1-,3.0562
Ir1Hf1O1+,3.9290
Ru1Ni1N2+,3.4934
Os1La1O1,3.6103
Ru1Ni1N2-,3.3828
Fe1Mn1S1O1+,3.1107
Ir1Hf1O1-,4.0323
Nb1Ni1N1-,3.2961
W1Fe1S1O1,3.7914
Tc1Zr1S2+,3.8485
Au1Zn1O1C1,3.1426
Au1Mo1N1+,2.4281
Ta1Cd1O1-,2.9528
Hf1V1O1-,3.4295
Ni1Cr1S1N1,2.9271
Pt1Hf1S1C1,3.8595
Au1Cr1N1C1,3.4368
Co1V1N1-,2.8674
Hf1Ni1S1O1+,4.0589
Hf1Ni1S1O1-,3.9673
Co1V1N1+,2.6419
Ag1Pd1C2-,3.4191
Ag1Pd1C2+,3.2623
Pd1Ni1S1O1,2.7974
Ru1Cu1S1N1-,2.9823
Y1V1S1C1+,4.0099
Ru1Cu1S1N1+,2.9762
Y1V1S1C1-,3.6294
Ru1Mn1O1C1+,3.9629
Tc1Zr1O1-,3.7465
